1972    12  3.56
1973	01	3.56
1973	02	3.56
1973	03	3.56
1973	04	3.56
1973	05	3.56
1973	06	3.56
1973	07	3.56
1973	08	4.31
1973	09	4.31
1973	10	4.31
1973	11	4.31
1973	12	4.31
1974	01	10.11
1974	02	10.11
1974	03	10.11
1974	04	10.11
1974	05	10.11
1974	06	10.11
1974	07	10.11
1974	08	10.11
1974	09	10.11
1974	10	11.16
1974	11	11.16
1974	12	11.16
1975	01	11.16
1975	02	11.16
1975	03	11.16
1975	04	11.16
1975	05	11.16
1975	06	11.16
1975	07	11.16
1975	08	11.16
1975	09	11.16
1975	10	11.16
1975	11	11.16
1975	12	11.16
1976	01	11.16
1976	02	12.03
1976	03	12.10
1976	04	12.17
1976	05	12.17
1976	06	12.17
1976	07	12.17
1976	08	12.17
1976	09	13.90
1976	10	13.90
1976	11	13.90
1976	12	13.90
1977	01	13.90
1977	02	13.90
1977	03	13.90
1977	04	13.90
1977	05	13.90
1977	06	13.90
1977	07	13.90
1977	08	14.85
1977	09	14.85
1977	10	14.85
1977	11	14.85
1977	12	14.85
1978	01	14.85
1978	02	14.85
1978	03	14.85
1978	04	14.85
1978	05	14.85
1978	06	14.85
1978	07	14.85
1978	08	14.85
1978	09	14.85
1978	10	14.85
1978	11	14.85
1978	12	14.85
1979	01	14.85
1979	02	15.85
1979	03	15.85
1979	04	15.85
1979	05	18.10
1979	06	19.10
1979	07	21.75
1979	08	26.50
1979	09	28.50
1979	10	29.00
1979	11	31.00
1979	12	32.50
1980	01	32.50
1980	02	37.00
1980	03	38.00
1980	04	39.50
1980	05	39.50
1980	06	39.50
1980	07	39.50
1980	08	38.00
1980	09	36.00
1980	10	36.00
1980	11	36.00
1980	12	37.00
1981	01	38.00
1981	02	38.00
1981	03	38.00
1981	04	38.00
1981	05	38.00
1981	06	36.00
1981	07	36.00
1981	08	36.00
1981	09	36.00
1981	10	35.00
1981	11	36.00
1981	12	35.00
1982	01	33.85
1982	02	31.56
1982	03	28.48
1982	04	33.45
1982	05	35.93
1982	06	35.07
1982	07	34.16
1982	08	33.95
1982	09	35.63
1982	10	35.68
1982	11	34.15
1982	12	31.72
1983	01	31.19
1983	02	28.95
1983	03	28.82
1983	04	30.61
1983	05	30.00
1983	06	31.00
1983	07	31.66
1983	08	31.91
1983	09	31.11
1983	10	30.41
1983	11	29.84
1983	12	29.24
1984	01	29.69
1984	02	30.15
1984	03	30.76
1984	04	30.62
1984	05	30.52
1984	06	29.97
1984	07	28.75
1984	08	29.25
1984	09	29.31
1984	10	28.77
1984	11	28.10
1984	12	25.43
1985	01	25.64
1985	02	27.27
1985	03	28.24
1985	04	28.81
1985	05	27.62
1985	06	27.14
1985	07	27.33
1985	08	27.76
1985	09	28.29
1985	10	29.54
1985	11	30.81
1985	12	27.23
1986	01	22.95
1986	02	15.44
1986	03	12.62
1986	04	12.85
1986	05	15.44
1986	06	13.47
1986	07	11.58
1986	08	15.09
1986	09	14.91
1986	10	14.85
1986	11	15.21
1986	12	16.08
1987	01	18.66
1987	02	17.73
1987	03	18.31
1987	04	18.64
1987	05	19.42
1987	06	20.03
1987	07	21.36
1987	08	20.27
1987	09	19.53
1987	10	19.85
1987	11	18.92
1987	12	17.24
1988	01	17.16
1988	02	16.77
1988	03	16.22
1988	04	17.88
1988	05	17.44
1988	06	16.53
1988	07	15.50
1988	08	15.52
1988	09	14.47
1988	10	13.80
1988	11	13.98
1988	12	16.27
1989	01	17.98
1989	02	17.83
1989	03	19.45
1989	04	21.04
1989	05	20.03
1989	06	20.01
1989	07	19.64
1989	08	18.52
1989	09	19.59
1989	10	20.09
1989	11	19.82
1989	12	21.09
1990	01	22.64
1990	02	22.11
1990	03	20.42
1990	04	18.58
1990	05	18.24
1990	06	16.87
1990	07	18.64
1990	08	27.17
1990	09	33.69
1990	10	35.92
1990	11	32.30
1990	12	27.34
1991	01	24.96
1991	02	20.52
1991	03	19.86
1991	04	20.82
1991	05	21.24
1991	06	20.20
1991	07	21.42
1991	08	21.69
1991	09	21.86
1991	10	23.23
1991	11	22.47
1991	12	19.52
1992	01	18.82
1992	02	19.00
1992	03	18.92
1992	04	20.24
1992	05	20.94
1992	06	22.38
1992	07	21.76
1992	08	21.35
1992	09	21.90
1992	10	21.69
1992	11	20.34
1992	12	19.41
1993	01	19.08
1993	02	20.05
1993	03	20.35
1993	04	20.27
1993	05	19.94
1993	06	19.07
1993	07	17.87
1993	08	18.01
1993	09	17.51
1993	10	18.15
1993	11	16.70
1993	12	14.51
1994	01	15.00
1994	02	14.78
1994	03	14.66
1994	04	16.38
1994	05	17.88
1994	06	19.07
1994	07	19.65
1994	08	18.38
1994	09	17.46
1994	10	17.71
1994	11	18.10
1994	12	17.16
1995	01	17.99
1995	02	18.53
1995	03	18.55
1995	04	19.87
1995	05	19.74
1995	06	18.42
1995	07	17.30
1995	08	18.03
1995	09	18.23
1995	10	17.44
1995	11	17.99
1995	12	19.04
1996	01	18.88
1996	02	19.07
1996	03	21.36
1996	04	23.57
1996	05	21.25
1996	06	20.45
1996	07	21.32
1996	08	21.96
1996	09	23.99
1996	10	24.90
1996	11	23.71
1996	12	25.39
1997	01	25.17
1997	02	22.21
1997	03	20.99
