
     -0.50016470      -0.89552750        5.3693210 
       1.4087020      0.022650590        8.6715960 
       2.9287480       0.86057910        14.398990 
       3.3758290       0.74002940        14.271830 
       3.2731890       0.28540400        11.706360 
      0.54981600       0.39882810        7.9649130 
      0.32652350      -0.41185640        3.0735050 
     -0.39187550      -0.45654250        2.0794640 
      -1.3655040      -0.94625190       0.10345370 
      0.36270900      -0.67169510        2.0370590 
     -0.10075480      -0.68057900        1.6768370 
      0.72637220      -0.55597690        2.6487950 
      0.93056800      -0.65634940        1.5794600 
      0.19959870       -1.2226540        1.4912130 
    -0.075095600       -1.5057310       0.14781730 
     -0.64256010       -1.6659450       -1.6437710 
      -1.2493100       -1.9898910       -3.2488700 
      -1.5584530       -2.1140420       -3.9551530 
      -1.5001930       -2.0027050       -3.6325180 
      -1.2222330       -1.9036790       -2.3513240 
     -0.76873400       -1.6672820       -1.6729240 
     -0.53344250       -1.6855340      -0.99172970 
     -0.45167800       -1.5556990      -0.50462100 
     -0.51429470       -1.4498610      0.095894460 
     -0.29520220       -1.3237180       0.36681030 

