  -5.742877      -5.742877    
  -5.722641      -5.729073    
  -5.719634      -5.700517    
  -5.708921      -5.694961    
  -5.690015      -5.676372    
  -5.670383      -5.668547    
  -5.646568      -5.648270    
  -5.611884      -5.633085    
  -5.580286      -5.623415    
  -5.549865      -5.606445    
  -5.511326      -5.577040    
  -5.487377      -5.544371    
  -5.466015      -5.504469    
  -5.426510      -5.474819    
  -5.418553      -5.441008    
  -5.413590      -5.407214    
  -5.406218      -5.393346    
  -5.367050      -5.379514    
  -5.347772      -5.341446    
  -5.335616      -5.299721    
  -5.338149      -5.280953    
  -5.329816      -5.296423    
  -5.302763      -5.267776    
  -5.304141      -5.237330    
  -5.305185      -5.207763    
  -5.292345      -5.182053    
  -5.273765      -5.168507    
  -5.261780      -5.161491    
  -5.245587      -5.160574    
