
    0.0022824650       0.10732830      -0.71689070 
     0.026841140       0.25120990      -0.41812620 
      0.31964370       0.32138820       0.54191260 
      0.47946390       0.37484380       0.77792610 
      0.50605130       0.42372590       0.81705130 
      0.63712490       0.55019380       0.84597830 
      0.76433350       0.61760460        1.1099590 
      0.87696260       0.67692750        1.5087240 
       1.1625260       0.84959500        2.0849030 
       1.2216150       0.82974470        2.0835380 
       1.1968820       0.83495130        1.8410770 
       1.1453090       0.88302400        1.6390200 
       1.1806510       0.89089850        1.6843290 
       1.1501140       0.87557560        1.6177940 
       1.1295120       0.85713710        1.5041560 
       1.0619960       0.83862010        1.2534800 
      0.95534040       0.81374950       0.99598330 
      0.90921630       0.81629400       0.83567660 
      0.91611600       0.82624630       0.81370960 
      0.89674660       0.81190700       0.80004310 
      0.88434210       0.80667320       0.76213410 
      0.89817490       0.82523320       0.75726200 
      0.90738860       0.84016420       0.79430960 
      0.92958870       0.85936450       0.86856960 
      0.96060650       0.87093510       0.98442910 

