  -4.751541      -5.013336      -6.335382      -4.857561     
  -4.771461      -5.003945      -6.382379      -4.851179     
  -4.770158      -5.009026      -6.390872      -4.856900     
  -4.782140      -5.004027      -6.363849      -4.859339     
  -4.732302      -4.991235      -6.307423      -4.856487     
  -4.695393      -4.974635      -6.220532      -4.850630     
  -4.660632      -4.937625      -6.154219      -4.875178     
  -4.640086      -4.954222      -6.169284      -4.879205     
  -4.650326      -4.932858      -6.205502      -4.905864     
  -4.647153      -4.949951      -6.239376      -4.897994     
  -4.647797      -4.940215      -6.250569      -4.881677     
  -4.662403      -4.936165      -6.258985      -4.875895     
  -4.660589      -4.934093      -6.247207      -4.866960     
  -4.675963      -4.917859      -6.239257      -4.857038     
  -4.675892      -4.915083      -6.299180      -4.859375     
  -4.652169      -4.896356      -6.240998      -4.864195     
  -4.650446      -4.893152      -6.212005      -4.866256     
  -4.647538      -4.890467      -6.211849      -4.862901     
  -4.656490      -4.893409      -6.215913      -4.863759     
  -4.674427      -4.896549      -6.223985      -4.854108     
  -4.671633      -4.895296      -6.239733      -4.855665     
  -4.661812      -4.889195      -6.225081      -4.851711     
  -4.641637      -4.875816      -6.196726      -4.836094     
  -4.618086      -4.861002      -6.185046      -4.834181     
  -4.592879      -4.848846      -6.147544      -4.835903     
  -4.576318      -4.836529      -6.110926      -4.839346     
  -4.566378      -4.829531      -6.094152      -4.845030     
  -4.554008      -4.815675      -6.090466      -4.845457     
  -4.560158      -4.815685      -6.111770      -4.853237     
  -4.561180      -4.816872      -6.110039      -4.859781     
  -4.561011      -4.816801      -6.113788      -4.868161     
  -4.553841      -4.809476      -6.129335      -4.874129     
  -4.555667      -4.805595      -6.134403      -4.878747     
  -4.561216      -4.806424      -6.148941      -4.881828     
  -4.557331      -4.802896      -6.141568      -4.887855     
  -4.581146      -4.803403      -6.161263      -4.892051     
  -4.616506      -4.816670      -6.216255      -4.888921     
  -4.617418      -4.808966      -6.250768      -4.868087     
  -4.592569      -4.797044      -6.245801      -4.857370     
  -4.571473      -4.790606      -6.193254      -4.853472     
  -4.554224      -4.778798      -6.140407      -4.849893     
  -4.532481      -4.769204      -6.110673      -4.845120     
  -4.540746      -4.763504      -6.104892      -4.842125     
  -4.531261      -4.763338      -6.120159      -4.840989     
  -4.515629      -4.762576      -6.099083      -4.852754     
  -4.528048      -4.752735      -6.132515      -4.848643     
  -4.533300      -4.759997      -6.162025      -4.837914     
  -4.550863      -4.761425      -6.165540      -4.827227     
  -4.548415      -4.763383      -6.177296      -4.812884     
  -4.537279      -4.752832      -6.172809      -4.804368     
  -4.524797      -4.754827      -6.152310      -4.796425     
  -4.506651      -4.738711      -6.123951      -4.781808     
  -4.495694      -4.730088      -6.107688      -4.771008     
  -4.486251      -4.724326      -6.079153      -4.756731     
  -4.482334      -4.720282      -6.076822      -4.748122     
  -4.490523      -4.713851      -6.093719      -4.740509     
  -4.479417      -4.711134      -6.092050      -4.723732     
