  .94768    .82341    .90488
 1.33660    .87448   1.81494
 1.51843   1.05895   2.27366
 1.56683   1.04728   2.33266
 1.54878   1.06821   2.20707
 1.34515    .96832   1.95008
 1.31429    .93824   1.75936
 1.32629   1.03945   1.98611
 1.17528    .95038   1.59243
 1.09413    .97033   1.36412
 1.00242    .94735   1.12095
 1.00214    .93562    .97384
  .97823    .92056    .89604
 1.02731    .93430    .99724
 1.06887    .95165   1.06066
 1.03075    .92605   1.00920
 1.03833    .93496    .97542
 1.01639    .92614    .91143
 1.00069    .92154    .85942
  .99021    .92184    .85553
  .99269    .93142    .87151
  .98245    .93319    .88331
  .97482    .93831    .87958
  .98056    .94846    .89975
  .98537    .95755    .91783

