   .2810624E-01   .7406930E-01 
   .1955501E-01   .6940747E-01 
  -.3139417E-01   .6963836E-01 
   .3199575E-01   .8357824E-01 
   .6243339E-01   .6072927E-01 
   .6068843E-01   .3505100E-01 
   .2798066E-01  -.1116762E-01 
   .2927757E-01  -.3799882E-01 
  -.1217517E-01  -.6870397E-01 
   .3726172E-02  -.7663021E-01 
   .1111602E-01  -.7311274E-01 
   .3532221E-02  -.5078697E-01 
   .3495024E-01  -.1813082E-01 
   .5727060E-01   .1084837E-01 
   .6233953E-01   .2730195E-01 
   .7176503E-01   .4322778E-01 
   .5917367E-01   .6491309E-01 
   .6171107E-01   .6518875E-01 
   .6835403E-01   .6017239E-01 
   .6008192E-01   .6442226E-01 
   .5330672E-01   .6170597E-01 
   .3904284E-01   .5149924E-01 
   .3833941E-01   .3588131E-01 
   .9101780E-03   .1059066E-01 
  -.5979718E-01  -.2474337E-01 
  -.1053499      -.4898478E-01 
  -.1104034      -.4352701E-01 
  -.7676214E-01  -.3958683E-01 
  -.3186582E-01  -.3200837E-01 
   .2394973E-02  -.2053834E-01 
   .5793921E-02  -.1198660E-01 
  -.2404160E-01  -.1251828E-01 
  -.1174598E-01  -.1154656E-01 
  -.4705828E-01  -.3243143E-02 
  -.7881075E-01  -.2708276E-02 
  -.8741355E-01  -.7132049E-02 
  -.9130556E-01  -.1922474E-02 
  -.9343987E-01  -.5890584E-02 
  -.8153563E-01  -.1545285E-01 
  -.4760469E-01  -.6094759E-02 
  -.3431600E-01   .6638201E-02 
  -.1381625E-01   .1166023E-01 
  -.1860247E-01   .2024407E-01 
  -.3743853E-01   .1659322E-01 
  -.3109614E-01   .1847085E-01 
  -.1188284E-01   .1143009E-01 
   .5531650E-02   .1082664E-01 
   .3207560E-01   .1370279E-01 
   .4091682E-01   .1959219E-01 
   .2471300E-01   .3016454E-01 
   .3714773E-01   .5515982E-01 
   .2847980E-01   .5763440E-01 
   .6270023E-01   .5834110E-01 
   .8897610E-01   .6342397E-01 
   .9214741E-01   .6586334E-01 
   .9997029E-01   .8051149E-01 
   .1214656       .9062015E-01 
   .1168593       .9597540E-01 
   .9930793E-01   .8557357E-01 
   .5376963E-01   .8399717E-01 
   .9753882E-02   .7235485E-01 
   .1990302E-01   .6223314E-01 
   .1315391E-01   .4918018E-01 
   .4324208E-01   .4075930E-01 
   .6419793E-01   .2665458E-01 
   .4359038E-01   .3010699E-01 
   .3442540E-01   .3620455E-01 
   .3723828E-01   .1907430E-01 
   .4470089E-01   .7827035E-02 
   .3893503E-01   .5803042E-02 
   .3874842E-01  -.2830626E-02 
  -.8406129E-02  -.1123216E-01 
  -.3694842E-01  -.2222833E-01 
  -.6863693E-01  -.2470203E-01 
  -.5400973E-01  -.2319448E-01 
  -.4330032E-01  -.3003442E-01 
  -.4592241E-01  -.3579926E-01 
  -.3054305E-01  -.4329255E-01 
  -.2583431E-01  -.5638459E-01 
  -.6334198E-02  -.5571457E-01 
   .2813403E-01  -.6908044E-01 
   .3181413E-01  -.5725330E-01 
   .4026209E-01  -.4223842E-01 
   .7322361E-01  -.2643439E-01 
   .1008824      -.3999784E-02 
   .9067188E-01  -.1784281E-03 
   .8534085E-01  -.5085739E-02 
   .8191731E-01  -.2313843E-02 
   .4280153E-01  -.3636905E-01 
   .2237609E-01  -.4737340E-01 
  -.3963480E-02  -.4717343E-01 
  -.7711996E-01  -.5335568E-01 
  -.1380480      -.5344502E-01 
  -.1643915      -.4796902E-01 
  -.1510962      -.2492755E-01 
  -.1459688      -.1335836E-01 
  -.1221432      -.2190942E-02 
  -.1076584       .1330160E-01 
  -.1049465       .1705921E-01 
  -.5708169E-01   .1812723E-01 
  -.1513371E-01   .2575686E-01 
   .2042781E-01   .1111421E-01 
   .1534300E-01  -.5846791E-02 
   .2269549E-01  -.1026178E-01 
   .1316071E-01  -.2032865E-01 
   .5018297E-01  -.2716970E-01 
   .5314326E-01  -.2543969E-01 
   .5659692E-01  -.1862737E-01 
   .4374125E-01  -.2713376E-01 
   .3507430E-01  -.3289198E-01 
   .3845873E-01  -.3867636E-01 
   .2270824E-01  -.4723505E-01 
   .1410395E-02  -.5260257E-01 
  -.9116526E-01  -.6254347E-01 
  -.9138134E-01  -.7383290E-01 
  -.6353193E-01  -.6387429E-01 
  -.4878325E-01  -.4490603E-01 
  -.4800127E-01  -.4904697E-01 
  -.6228348E-01  -.4941784E-01 
  -.1042299      -.6094173E-01 
  -.1452543      -.6736005E-01 
  -.1745824      -.5732141E-01 
  -.2134655      -.5632804E-01 
  -.2003831      -.5242515E-01 
  -.1975430      -.4966889E-01 
  -.1417255      -.2300474E-01 
  -.9188319E-01  -.1865313E-01 
  -.6213445E-01  -.2498986E-01 
