
       6.0818210        2.6209830        8.4641850 
       7.6368640        2.3616780        12.749280 
       7.4943690        2.0462330        12.098470 
       6.0764110        1.4937010        11.705040 
       5.0938020       0.73946360        6.8980310 
       2.0826470      -0.60272840        2.1244780 
      0.23421680       -1.0937190       -2.1711510 
      -1.0042190       -1.8746020       -6.0380720 
      -2.5173130       -2.1684970       -9.1783330 
      -3.4759900       -2.1037210       -10.547450 
      -3.2899530       -1.9387600       -11.757280 
      -3.6593430       -1.7532540       -10.833770 
      -3.1749410       -1.1859590       -10.312190 
      -2.2703720      -0.70984300       -8.5659430 
      -1.7912210      -0.28681980       -6.5187610 
     -0.67521460       0.41238120       -3.9565060 
    -0.044072960       0.80285180       -2.0098170 
      0.40917510        1.3443340       0.26683460 
       1.0426520        1.8405690        1.3638430 
       1.4307210        2.0159970        2.4348510 
       1.5704250        2.3034090        3.6648760 
       1.8644970        2.5170650        4.4084720 
       1.9388950        2.6077880        4.4902300 
       1.6439800        2.6099950        4.1029370 
       1.4330520        2.5963230        3.2725570 

