   .0000000       3.600000       .0000000    
   .0000000       .5000000       .0000000    
   .0000000       2.300000       .0000000    
   3.235650      -1.800000       .0000000    
   1.130314       5.400000       .0000000    
  -.2205751      -1.900000      -1.533439    
   1.184582       .5000000       .8716649    
   2.222029      -2.200000       2.122179    
   2.031820       6.000000       1.740482    
   2.722952       .1000000      -.7610897    
   3.408344       1.600000       3.734430    
   3.621747       4.400000       1.974945    
   2.375826       6.600000       2.272094    
   4.651590       4.200000       2.071928    
   2.112718       3.000000       3.088764    
   1.965758       .1000000       1.478431    
   3.414624      -1.900000       1.035606    
   .3803684       3.000000       2.276054    
   .3347478       .9000000      -1.347938    
   2.217973      -1.600000       .1737837    
   3.855793       4.800000       2.199879    
   1.695809       5.400000       3.600407    
   .3379243       5.800000       .2086964    
  -.8254534      -4.200000      -2.986761    
   2.093597       .2000000       2.197697    
   2.392948       5.100000       .1440754    
  -.5499211       2.700000       1.948629    
  -.4880938       1.000000       1.011801    
   2.059628       .0000000      -.8102143    
   .6891289       .0000000      -1.215368    
   2.707596       .0000000       .8059996    
   .5643038       .0000000      -1.508090    
  -.5123242E-01   .0000000       1.255617    
   3.580152       .0000000       .0000000    
   .9234769       .0000000       .0000000    
   3.461431       .0000000       .0000000    
   .9298320       .0000000       .0000000    
   2.777895       .0000000       .0000000    
