   .4139802E-01   .5584856E-01   .5038989E-02   .3603569E-01 
   .1599193E-01   .5166821E-01   .9327081E-02   .3425054E-01 
   .1885898E-01   .5982275E-01   .1516035E-01   .4190210E-01 
   .4936528E-01   .7621794E-01   .3869914E-01   .5661116E-01 
   .3815355E-01   .4672082E-01   .3247669E-01   .3354955E-01 
   .3407884E-01   .2835908E-01   .3003826E-01   .2315475E-01 
  -.1157425E-02  -.1295329E-01   .1366060E-02  -.7574969E-02 
  -.1158655E-01  -.2921806E-01   .5524937E-02  -.1369899E-01 
  -.2692805E-01  -.4637281E-01  -.1120601E-01  -.2443124E-01 
  -.1860255E-01  -.4598469E-01  -.5506310E-02  -.2439330E-01 
  -.1512298E-01  -.4400139E-01  -.7351381E-02  -.2430614E-01 
  -.4225036E-02  -.2720543E-01  -.6259601E-02  -.1677597E-01 
   .1615220E-01  -.7406655E-02   .5514944E-03  -.6502084E-02 
   .2374921E-01   .5976071E-02   .1465029E-02  -.1162846E-03 
   .2377889E-01   .1038758E-01  -.3620836E-02  -.1018483E-02 
   .3001304E-01   .2111058E-01   .6556934E-02   .5050182E-02 
   .3351311E-01   .3497517E-01   .1338018E-01   .1469880E-01 
   .3554158E-01   .3549076E-01   .1323809E-01   .1782423E-01 
   .4512708E-01   .4016209E-01   .2137380E-01   .2488496E-01 
   .6203634E-01   .5804912E-01   .3621552E-01   .4281221E-01 
   .5597931E-01   .5506089E-01   .3604635E-01   .4126769E-01 
   .4633823E-01   .4703278E-01   .3224053E-01   .3670966E-01 
   .3945227E-01   .3701610E-01   .2614285E-01   .3006673E-01 
  -.1414901E-02   .1042255E-01   .9473800E-02   .1003811E-01 
  -.4639564E-01  -.2475630E-01  -.1159677E-01  -.1340190E-01 
  -.5754753E-01  -.3041610E-01  -.1365214E-01  -.1456543E-01 
  -.4080891E-01  -.1814911E-01  -.1011204E-01  -.7265717E-02 
  -.3773094E-01  -.2862085E-01  -.2105806E-01  -.1852616E-01 
  -.2502331E-01  -.2468394E-01  -.1496641E-01  -.1711661E-01 
  -.1079106E-02  -.1088089E-01  -.3042276E-02  -.8044813E-02 
  -.1180920E-01  -.1270132E-01   .9991114E-04  -.9852958E-02 
  -.1568918E-01  -.1709563E-01  -.1258264E-01  -.1427984E-01 
  -.6412253E-02  -.1651320E-01  -.1840020E-01  -.1598414E-01 
  -.1849509E-01  -.6982151E-02  -.9064897E-02  -.7339734E-02 
  -.2761631E-01  -.1046138E-01  -.1967581E-01  -.1121706E-01 
  -.4194571E-01  -.1228528E-01  -.2113523E-01  -.1000815E-01 
  -.2521996E-01   .3657977E-02  -.1287703E-01   .6828188E-02 
  -.2455153E-01   .4495332E-02  -.1204495E-01   .6473262E-02 
  -.2841943E-01  -.1454194E-01  -.2786533E-01  -.1049650E-01 
  -.9085627E-02  -.4795070E-03  -.9564391E-02   .9881428E-03 
  -.1463435E-03   .1017739E-01  -.3216967E-02   .6153421E-02 
   .8430937E-03   .7378055E-02  -.5458122E-02   .3880846E-02 
   .2813055E-02   .1349172E-01  -.5054192E-02   .8113496E-02 
  -.1095478E-01   .1050838E-01  -.3429776E-02   .5124324E-02 
  -.1880464E-02   .1164972E-01  -.4371531E-03   .6952510E-02 
  -.7661820E-04   .2539632E-02  -.1385743E-01  -.8886235E-03 
   .1094694E-01   .7968476E-02  -.5548136E-02   .5234037E-02 
   .2083024E-01   .1228788E-01   .2270893E-02   .9608051E-02 
   .3938554E-01   .2536494E-01   .1347637E-01   .2100021E-01 
   .3021036E-01   .3014777E-01   .1301424E-01   .2027925E-01 
   .4460331E-01   .5056266E-01   .3094377E-01   .3523753E-01 
   .3157071E-01   .4036593E-01   .1667359E-01   .2428837E-01 
   .4725045E-01   .4488627E-01   .2021073E-01   .2859830E-01 
   .5227422E-01   .4585009E-01   .2503098E-01   .2858214E-01 
   .5783532E-01   .5065611E-01   .3313414E-01   .3398033E-01 
   .6882269E-01   .6872431E-01   .4621390E-01   .4651994E-01 
   .8184691E-01   .7404811E-01   .5059708E-01   .4859412E-01 
   .7954289E-01   .7348733E-01   .5654210E-01   .4987309E-01 
   .7104535E-01   .6896036E-01   .5522046E-01   .4761254E-01 
   .6810730E-01   .7298830E-01   .5410438E-01   .5305601E-01 
   .4507486E-01   .6056493E-01   .4337045E-01   .4405398E-01 
   .3088704E-01   .5165060E-01   .3620291E-01   .3655386E-01 
   .2839228E-01   .4093100E-01   .2330931E-01   .2886070E-01 
   .3097048E-01   .3448993E-01   .2615142E-01   .2654541E-01 
   .2983841E-01   .2857334E-01   .3517797E-01   .2393879E-01 
   .3642416E-01   .3565051E-01   .3758890E-01   .2873150E-01 
   .3079127E-01   .3752011E-01   .3915548E-01   .2899007E-01 
   .3931293E-02   .9217031E-02   .1724297E-01   .4715378E-02 
   .1457894E-01   .6245558E-02   .1751163E-01   .4483062E-02 
   .1084196E-01   .4545495E-02   .1774543E-01   .3362523E-02 
   .1139432E-01  -.2937553E-02   .1298699E-01   .2771384E-03 
  -.4865370E-02  -.7709499E-02   .6796415E-02  -.3785713E-02 
  -.2397664E-01  -.1622288E-01  -.1344924E-02  -.1043171E-01 
  -.3196876E-01  -.1803607E-01  -.8424558E-02  -.1071725E-01 
  -.2529364E-01  -.1527952E-01  -.8075960E-02  -.9806695E-02 
  -.3747327E-01  -.2741327E-01  -.1203023E-01  -.1744816E-01 
  -.1715470E-01  -.2101668E-01  -.1276120E-01  -.1019622E-01 
  -.3486277E-01  -.3652896E-01  -.2458045E-01  -.2726123E-01 
  -.4481718E-01  -.5331108E-01  -.3428603E-01  -.3691495E-01 
  -.4132856E-01  -.4530962E-01  -.1989258E-01  -.3042546E-01 
  -.3435476E-01  -.5435810E-01  -.2204705E-01  -.3703856E-01 
  -.1472037E-01  -.4124464E-01  -.1308890E-01  -.2560896E-01 
  -.2247727E-02  -.2977705E-01  -.4000982E-02  -.2117479E-01 
   .8365356E-02  -.1889860E-01   .4812781E-02  -.1394181E-01 
   .2867345E-01  -.3636542E-02   .1126033E-01  -.5514347E-02 
   .2311270E-01  -.1046516E-01  -.9846931E-03  -.1258081E-01 
   .1961678E-01  -.1649532E-01  -.3415245E-02  -.1546339E-01 
   .3531484E-01  -.7533282E-02  -.2142451E-02  -.6529186E-02 
   .6012657E-02  -.4248527E-01  -.3119767E-01  -.3139309E-01 
   .9177382E-03  -.3874299E-01  -.2895590E-01  -.2465938E-01 
  -.1092088E-01  -.3018839E-01  -.2301978E-01  -.1774803E-01 
  -.3114246E-01  -.3884118E-01  -.4654806E-01  -.2250745E-01 
