  0.25    0.00    2.22    8.65   19.13   32.63   50.16
  0.50    0.00    2.56    9.24   20.08   34.13   52.75
  0.75    0.00    2.74    9.71   20.83   35.56   53.66
  1.00    0.00    2.90   10.02   21.21   36.11   54.88
  1.25    0.00    3.02   10.25   21.50   36.57   55.36
  1.50    0.01    3.14   10.40   21.88   37.17   56.04
  1.75    0.01    3.21   10.64   22.20   37.60   56.60
  2.00    0.01    3.28   10.80   22.36   37.97   57.02
  2.25    0.02    3.40   11.00   22.72   38.23   57.46
  2.50    0.02    3.51   11.10   23.02   38.54   57.74
  2.75    0.02    3.64   11.36   23.24   38.83   58.20
  3.00    0.03    3.70   11.49   23.44   39.03   58.57
  3.25    0.03    3.75   11.59   23.72   39.17   58.80
  3.50    0.04    3.81   11.71   23.89   39.43   59.09
  3.75    0.04    3.90   11.85   24.09   39.57   59.41
  4.00    0.05    3.94   11.94   24.27   39.76   59.55
  4.25    0.05    3.98   12.04   24.36   39.90   59.87
  4.50    0.05    4.04   12.19   24.49   40.16   60.10
  4.75    0.06    4.11   12.24   24.57   40.36   60.34
  5.00    0.07    4.17   12.30   24.73   40.54   60.51
  5.25    0.08    4.21   12.43   24.86   40.75   60.73
  5.50    0.09    4.30   12.53   24.99   40.90   60.89
  5.75    0.10    4.33   12.60   25.19   41.02   61.09
  6.00    0.11    4.39   12.67   25.24   41.25   61.34
  6.25    0.11    4.42   12.74   25.28   41.40   61.48
  6.50    0.12    4.45   12.81   25.46   41.51   61.70
  6.75    0.13    4.52   12.90   25.55   41.63   61.90
  7.00    0.14    4.55   12.97   25.60   41.72   61.99
  7.25    0.14    4.58   13.07   25.74   41.79   62.14
  7.50    0.16    4.61   13.15   25.86   41.96   62.29
  7.75    0.17    4.65   13.18   25.97   42.12   62.51
  8.00    0.18    4.72   13.23   26.09   42.24   62.67
  8.25    0.19    4.76   13.32   26.17   42.41   62.92
  8.50    0.20    4.79   13.38   26.29   42.53   63.07
  8.75    0.22    4.82   13.49   26.41   42.64   63.33
  9.00    0.23    4.87   13.55   26.45   42.77   63.42
  9.25    0.24    4.91   13.60   26.50   42.88   63.58
  9.50    0.24    4.97   13.67   26.59   42.97   63.73
  9.75    0.25    5.01   13.76   26.66   43.06   63.88
 10.00    0.26    5.04   13.83   26.75   43.14   64.03
 10.25    0.27    5.07   13.89   26.83   43.23   64.13
 10.50    0.28    5.10   13.96   26.93   43.38   64.24
 10.75    0.29    5.13   14.03   27.03   43.48   64.41
 11.00    0.30    5.16   14.08   27.10   43.59   64.51
 11.25    0.31    5.20   14.16   27.17   43.73   64.61
 11.50    0.32    5.22   14.21   27.24   43.88   64.71
 11.75    0.34    5.27   14.29   27.29   43.95   64.82
 12.00    0.35    5.29   14.36   27.36   43.99   64.96
 12.25    0.36    5.33   14.44   27.43   44.07   65.06
 12.50    0.37    5.36   14.48   27.49   44.13   65.21
 12.75    0.38    5.40   14.55   27.58   44.23   65.32
 13.00    0.38    5.43   14.58   27.63   44.29   65.39
 13.25    0.39    5.46   14.63   27.67   44.39   65.51
 13.50    0.41    5.49   14.66   27.76   44.51   65.63
 13.75    0.42    5.53   14.71   27.86   44.59   65.77
 14.00    0.44    5.55   14.76   27.94   44.70   65.81
 14.25    0.44    5.58   14.80   28.01   44.78   65.87
 14.50    0.45    5.61   14.86   28.09   44.87   65.97
 14.75    0.47    5.64   14.91   28.16   44.93   66.05
 15.00    0.48    5.68   14.97   28.19   45.02   66.12
 15.25    0.49    5.70   15.00   28.23   45.11   66.25
 15.50    0.51    5.72   15.02   28.33   45.26   66.31
 15.75    0.53    5.75   15.09   28.41   45.34   66.44
 16.00    0.54    5.78   15.12   28.49   45.39   66.57
 16.25    0.56    5.82   15.17   28.56   45.46   66.62
 16.50    0.57    5.85   15.24   28.62   45.53   66.72
 16.75    0.59    5.89   15.27   28.69   45.59   66.84
 17.00    0.60    5.92   15.32   28.73   45.64   66.93
 17.25    0.61    5.95   15.36   28.80   45.69   67.00
 17.50    0.62    5.97   15.43   28.89   45.78   67.07
 17.75    0.64    6.00   15.48   28.94   45.90   67.19
 18.00    0.65    6.02   15.52   29.03   45.97   67.26
 18.25    0.66    6.05   15.57   29.09   46.05   67.34
 18.50    0.68    6.09   15.64   29.14   46.11   67.41
 18.75    0.69    6.11   15.67   29.20   46.16   67.51
 19.00    0.71    6.16   15.70   29.23   46.23   67.60
 19.25    0.72    6.18   15.74   29.30   46.31   67.66
 19.50    0.73    6.20   15.79   29.39   46.41   67.74
 19.75    0.75    6.25   15.82   29.48   46.46   67.81
 20.00    0.76    6.28   15.87   29.52   46.54   67.90
 20.25    0.77    6.31   15.90   29.57   46.61   68.01
 20.50    0.79    6.34   15.96   29.62   46.67   68.08
 20.75    0.80    6.37   16.02   29.67   46.76   68.14
 21.00    0.81    6.39   16.04   29.72   46.83   68.23
 21.25    0.82    6.42   16.07   29.77   46.91   68.29
 21.50    0.83    6.45   16.13   29.79   46.97   68.40
 21.75    0.84    6.48   16.16   29.83   47.05   68.49
 22.00    0.85    6.50   16.22   29.87   47.14   68.60
 22.25    0.87    6.53   16.26   29.95   47.20   68.69
 22.50    0.88    6.56   16.30   29.99   47.26   68.77
 22.75    0.90    6.59   16.33   30.03   47.33   68.86
 23.00    0.91    6.63   16.35   30.13   47.44   68.96
 23.25    0.92    6.66   16.38   30.18   47.50   69.04
 23.50    0.93    6.68   16.43   30.23   47.56   69.15
 23.75    0.94    6.70   16.48   30.28   47.67   69.25
 24.00    0.95    6.72   16.51   30.33   47.72   69.32
 24.25    0.97    6.74   16.55   30.38   47.76   69.39
 24.50    0.98    6.76   16.59   30.43   47.82   69.45
 24.75    0.99    6.79   16.61   30.47   47.86   69.52
 25.00    1.01    6.81   16.64   30.51   47.95   69.62
 25.25    1.02    6.84   16.67   30.55   48.03   69.70
 25.50    1.04    6.86   16.70   30.62   48.12   69.78
 25.75    1.06    6.89   16.77   30.68   48.20   69.91
 26.00    1.07    6.90   16.83   30.72   48.28   69.99
 26.25    1.08    6.93   16.86   30.76   48.35   70.10
 26.50    1.10    6.95   16.91   30.81   48.40   70.15
 26.75    1.11    6.98   16.96   30.87   48.45   70.23
 27.00    1.12    7.01   16.98   30.92   48.54   70.31
 27.25    1.14    7.02   17.02   30.98   48.62   70.38
 27.50    1.15    7.05   17.04   31.02   48.70   70.48
 27.75    1.17    7.07   17.07   31.05   48.78   70.56
 28.00    1.19    7.10   17.13   31.11   48.85   70.63
 28.25    1.20    7.13   17.15   31.15   48.90   70.73
 28.50    1.21    7.15   17.18   31.20   48.93   70.84
 28.75    1.22    7.19   17.23   31.26   48.97   70.96
 29.00    1.23    7.20   17.29   31.33   49.02   71.02
 29.25    1.25    7.22   17.33   31.36   49.09   71.07
 29.50    1.27    7.25   17.38   31.41   49.17   71.15
 29.75    1.28    7.28   17.41   31.49   49.23   71.27
 30.00    1.30    7.30   17.43   31.52   49.29   71.32
 30.25    1.32    7.31   17.47   31.56   49.35   71.40
 30.50    1.34    7.34   17.50   31.63   49.39   71.46
 30.75    1.35    7.37   17.54   31.67   49.47   71.58
 31.00    1.36    7.38   17.56   31.73   49.54   71.64
 31.25    1.38    7.43   17.60   31.76   49.62   71.70
 31.50    1.40    7.46   17.65   31.82   49.71   71.80
 31.75    1.42    7.48   17.70   31.86   49.76   71.86
 32.00    1.43    7.51   17.73   31.90   49.81   71.96
 32.25    1.44    7.54   17.78   31.94   49.85   72.02
 32.50    1.45    7.56   17.81   32.00   49.92   72.12
 32.75    1.47    7.59   17.85   32.07   49.97   72.20
 33.00    1.48    7.62   17.88   32.11   50.06   72.29
 33.25    1.49    7.65   17.92   32.18   50.12   72.32
 33.50    1.51    7.66   17.94   32.25   50.19   72.37
 33.75    1.52    7.69   17.98   32.29   50.25   72.49
 34.00    1.54    7.71   18.02   32.33   50.33   72.58
 34.25    1.55    7.74   18.05   32.38   50.37   72.65
 34.50    1.56    7.77   18.09   32.42   50.43   72.71
 34.75    1.57    7.79   18.13   32.46   50.48   72.82
 35.00    1.58    7.81   18.17   32.49   50.59   72.89
 35.25    1.61    7.83   18.20   32.53   50.65   72.95
 35.50    1.62    7.85   18.22   32.58   50.69   73.04
 35.75    1.63    7.87   18.27   32.65   50.74   73.09
 36.00    1.64    7.89   18.29   32.71   50.81   73.18
 36.25    1.65    7.92   18.34   32.76   50.85   73.26
 36.50    1.66    7.96   18.38   32.83   50.89   73.35
 36.75    1.68    7.99   18.42   32.88   50.95   73.39
 37.00    1.69    8.00   18.46   32.92   51.00   73.44
 37.25    1.70    8.04   18.50   32.99   51.06   73.49
 37.50    1.71    8.07   18.55   33.03   51.14   73.54
 37.75    1.72    8.10   18.58   33.09   51.20   73.60
 38.00    1.75    8.13   18.61   33.14   51.23   73.70
 38.25    1.77    8.15   18.67   33.15   51.28   73.75
 38.50    1.78    8.18   18.70   33.20   51.36   73.78
 38.75    1.80    8.21   18.77   33.24   51.41   73.87
 39.00    1.81    8.24   18.82   33.28   51.44   73.93
 39.25    1.82    8.28   18.85   33.34   51.52   74.00
 39.50    1.83    8.30   18.90   33.39   51.58   74.06
 39.75    1.84    8.31   18.93   33.44   51.61   74.11
 40.00    1.86    8.34   18.98   33.49   51.70   74.20
 40.25    1.86    8.36   19.04   33.53   51.76   74.24
 40.50    1.88    8.39   19.08   33.59   51.82   74.37
 40.75    1.89    8.41   19.11   33.65   51.88   74.46
 41.00    1.90    8.43   19.17   33.72   51.97   74.50
 41.25    1.92    8.46   19.22   33.75   52.03   74.55
 41.50    1.94    8.49   19.25   33.81   52.08   74.63
 41.75    1.95    8.51   19.28   33.84   52.13   74.73
 42.00    1.97    8.54   19.32   33.90   52.19   74.80
 42.25    1.98    8.56   19.34   33.94   52.25   74.87
 42.50    1.99    8.57   19.38   33.99   52.34   74.92
 42.75    2.01    8.59   19.42   34.03   52.39   74.99
 43.00    2.02    8.62   19.46   34.08   52.44   75.05
 43.25    2.03    8.65   19.49   34.11   52.52   75.13
 43.50    2.05    8.68   19.53   34.16   52.55   75.17
 43.75    2.06    8.70   19.56   34.20   52.64   75.23
 44.00    2.08    8.74   19.61   34.24   52.69   75.26
 44.25    2.09    8.76   19.64   34.28   52.75   75.31
 44.50    2.10    8.78   19.68   34.33   52.84   75.39
 44.75    2.11    8.82   19.73   34.38   52.89   75.47
 45.00    2.13    8.84   19.77   34.41   52.93   75.56
 45.25    2.14    8.86   19.81   34.48   53.02   75.64
