 11.00    1.63    8.51   19.51   34.50   53.09   76.00
 11.25    1.67    8.55   19.58   34.62   53.16   76.11
 11.50    1.69    8.59   19.65   34.72   53.28   76.25
 11.75    1.72    8.62   19.70   34.76   53.42   76.37
 12.00    1.74    8.68   19.77   34.82   53.52   76.51
 12.25    1.77    8.71   19.85   34.89   53.66   76.61
 12.50    1.79    8.75   19.91   34.97   53.79   76.74
 12.75    1.82    8.79   19.98   35.04   53.89   76.86
 13.00    1.84    8.83   20.01   35.11   53.98   76.96
 13.25    1.87    8.88   20.05   35.16   54.07   77.06
 13.50    1.89    8.92   20.12   35.23   54.19   77.11
 13.75    1.93    8.98   20.16   35.32   54.32   77.21
 14.00    1.95    9.02   20.25   35.41   54.48   77.28
 14.25    1.97    9.05   20.28   35.50   54.60   77.43
 14.50    1.99    9.12   20.35   35.59   54.71   77.59
 14.75    2.01    9.17   20.38   35.67   54.79   77.73
 15.00    2.04    9.22   20.45   35.75   54.85   77.80
 15.25    2.06    9.26   20.51   35.85   54.93   77.99
 15.50    2.08    9.33   20.56   35.89   55.07   78.09
 15.75    2.10    9.38   20.62   35.97   55.21   78.23
 16.00    2.13    9.42   20.66   36.05   55.28   78.41
 16.25    2.14    9.46   20.71   36.10   55.37   78.55
 16.50    2.17    9.50   20.78   36.19   55.49   78.66
 16.75    2.20    9.55   20.87   36.28   55.59   78.75
 17.00    2.22    9.59   20.91   36.38   55.67   78.81
 17.25    2.24    9.62   20.98   36.45   55.77   78.95
 17.50    2.27    9.68   21.06   36.51   55.82   79.06
 17.75    2.28    9.72   21.12   36.59   55.91   79.16
 18.00    2.31    9.76   21.16   36.63   56.00   79.31
 18.25    2.33    9.79   21.20   36.69   56.05   79.39
 18.50    2.34    9.84   21.26   36.75   56.10   79.53
 18.75    2.37    9.90   21.33   36.83   56.18   79.64
 19.00    2.39    9.92   21.39   36.89   56.29   79.75
 19.25    2.40    9.95   21.46   36.98   56.40   79.83
 19.50    2.42    9.99   21.52   37.07   56.45   79.89
 19.75    2.44   10.01   21.58   37.15   56.53   80.02
 20.00    2.47   10.06   21.62   37.19   56.62   80.08
 20.25    2.49   10.08   21.65   37.24   56.69   80.20
 20.50    2.51   10.12   21.71   37.30   56.77   80.29
 20.75    2.54   10.15   21.75   37.36   56.84   80.40
 21.00    2.56   10.18   21.81   37.43   56.93   80.51
 21.25    2.58   10.20   21.89   37.49   57.02   80.61
 21.50    2.59   10.24   21.96   37.53   57.06   80.70
 21.75    2.60   10.29   21.99   37.57   57.14   80.84
 22.00    2.62   10.32   22.03   37.64   57.19   80.92
 22.25    2.64   10.35   22.05   37.67   57.35   81.03
 22.50    2.66   10.38   22.11   37.71   57.41   81.14
 22.75    2.68   10.43   22.18   37.76   57.51   81.22
 23.00    2.70   10.46   22.21   37.82   57.60   81.30
 23.25    2.71   10.49   22.26   37.88   57.72   81.36
 23.50    2.73   10.52   22.29   37.93   57.79   81.44
 23.75    2.75   10.57   22.34   37.98   57.88   81.59
 24.00    2.77   10.60   22.40   38.06   57.94   81.70
 24.25    2.77   10.62   22.45   38.11   58.01   81.78
 24.50    2.79   10.66   22.51   38.18   58.11   81.86
 24.75    2.81   10.69   22.58   38.22   58.20   81.95
 25.00    2.82   10.71   22.63   38.27   58.25   82.02
 25.25    2.84   10.74   22.67   38.34   58.31   82.09
 25.50    2.86   10.78   22.71   38.40   58.40   82.18
 25.75    2.87   10.82   22.74   38.47   58.47   82.29
 26.00    2.90   10.83   22.78   38.50   58.56   82.35
 26.25    2.91   10.87   22.82   38.58   58.63   82.41
 26.50    2.94   10.92   22.87   38.64   58.73   82.47
 26.75    2.96   10.96   22.92   38.77   58.81   82.54
 27.00    2.98   10.99   22.97   38.82   58.85   82.60
 27.25    2.99   11.01   23.03   38.89   58.99   82.67
 27.50    3.01   11.03   23.08   38.95   59.08   82.75
 27.75    3.03   11.07   23.12   38.99   59.17   82.88
 28.00    3.05   11.11   23.15   39.07   59.23   82.92
 28.25    3.08   11.14   23.17   39.13   59.27   83.00
 28.50    3.10   11.17   23.23   39.21   59.34   83.06
 28.75    3.12   11.19   23.31   39.26   59.41   83.15
 29.00    3.15   11.23   23.38   39.30   59.46   83.20
 29.25    3.16   11.26   23.43   39.36   59.51   83.24
 29.50    3.18   11.28   23.47   39.43   59.58   83.34
 29.75    3.20   11.32   23.50   39.50   59.64   83.39
 30.00    3.21   11.35   23.52   39.56   59.67   83.48
 30.25    3.22   11.38   23.54   39.62   59.74   83.55
 30.50    3.24   11.43   23.60   39.67   59.82   83.63
 30.75    3.26   11.46   23.64   39.73   59.94   83.77
 31.00    3.28   11.49   23.68   39.79   60.00   83.83
 31.25    3.29   11.53   23.72   39.82   60.06   83.90
 31.50    3.31   11.55   23.76   39.92   60.15   83.97
 31.75    3.31   11.58   23.80   39.97   60.22   84.03
 32.00    3.33   11.60   23.84   40.01   60.25   84.16
 32.25    3.35   11.62   23.90   40.08   60.31   84.23
 32.50    3.37   11.66   23.99   40.12   60.37   84.29
 32.75    3.38   11.70   24.02   40.18   60.42   84.34
 33.00    3.40   11.73   24.08   40.26   60.46   84.40
 33.25    3.41   11.77   24.12   40.31   60.54   84.49
 33.50    3.44   11.80   24.17   40.38   60.60   84.61
 33.75    3.46   11.83   24.24   40.43   60.67   84.67
 34.00    3.47   11.85   24.29   40.49   60.70   84.77
 34.25    3.49   11.87   24.35   40.53   60.76   84.82
 34.50    3.50   11.91   24.41   40.56   60.85   84.90
 34.75    3.51   11.95   24.46   40.62   60.90   84.95
 35.00    3.53   11.97   24.50   40.71   60.96   85.00
 35.25    3.55   12.00   24.54   40.75   61.01   85.06
 35.50    3.57   12.04   24.57   40.81   61.08   85.15
 35.75    3.60   12.07   24.61   40.87   61.16   85.22
 36.00    3.61   12.10   24.66   40.92   61.22   85.29
 36.25    3.62   12.13   24.69   40.99   61.27   85.35
 36.50    3.64   12.16   24.75   41.04   61.35   85.43
 36.75    3.66   12.20   24.79   41.12   61.42   85.51
 37.00    3.67   12.24   24.84   41.16   61.48   85.63
 37.25    3.69   12.27   24.89   41.22   61.54   85.70
 37.50    3.70   12.29   24.95   41.28   61.59   85.78
 37.75    3.73   12.32   24.99   41.32   61.64   85.81
 38.00    3.75   12.35   25.05   41.38   61.70   85.86
 38.25    3.77   12.38   25.10   41.44   61.78   85.89
 38.50    3.80   12.41   25.13   41.48   61.84   85.96
 38.75    3.83   12.44   25.16   41.51   61.94   86.02
 39.00    3.85   12.47   25.20   41.56   61.98   86.08
 39.25    3.86   12.49   25.26   41.59   62.04   86.15
 39.50    3.89   12.52   25.30   41.64   62.10   86.24
 39.75    3.91   12.55   25.35   41.68   62.18   86.31
 40.00    3.94   12.58   25.41   41.72   62.24   86.37
 40.25    3.96   12.62   25.47   41.76   62.30   86.42
 40.50    3.97   12.65   25.51   41.80   62.37   86.51
 40.75    3.98   12.68   25.53   41.88   62.43   86.66
 41.00    4.00   12.71   25.57   41.94   62.51   86.69
 41.25    4.02   12.73   25.60   41.97   62.55   86.81
 41.50    4.04   12.75   25.65   42.05   62.61   86.90
 41.75    4.08   12.77   25.68   42.09   62.69   86.97
 42.00    4.09   12.80   25.72   42.14   62.73   87.02
 42.25    4.10   12.83   25.76   42.18   62.79   87.11
 42.50    4.12   12.85   25.80   42.24   62.83   87.20
 42.75    4.14   12.89   25.84   42.32   62.90   87.28
 43.00    4.16   12.91   25.88   42.35   62.96   87.37
 43.25    4.18   12.94   25.91   42.41   63.01   87.43
 43.50    4.20   12.97   25.95   42.49   63.08   87.49
 43.75    4.21   13.00   26.02   42.55   63.11   87.53
 44.00    4.23   13.01   26.06   42.60   63.18   87.60
 44.25    4.23   13.03   26.10   42.67   63.23   87.70
 44.50    4.25   13.07   26.12   42.75   63.31   87.76
 44.75    4.27   13.10   26.15   42.78   63.36   87.82
 45.00    4.28   13.13   26.21   42.81   63.43   87.91
 45.25    4.31   13.14   26.26   42.86   63.50   87.99
 45.50    4.34   13.19   26.30   42.92   63.53   88.07
 45.75    4.35   13.22   26.35   42.99   63.57   88.16
 46.00    4.36   13.24   26.40   43.03   63.64   88.25
 46.25    4.39   13.27   26.43   43.08   63.70   88.29
 46.50    4.41   13.32   26.47   43.14   63.77   88.38
 46.75    4.43   13.35   26.53   43.20   63.81   88.51
 47.00    4.44   13.40   26.55   43.27   63.89   88.57
 47.25    4.46   13.42   26.60   43.32   63.92   88.65
 47.50    4.47   13.46   26.65   43.39   64.02   88.74
 47.75    4.49   13.49   26.69   43.43   64.09   88.80
 48.00    4.51   13.51   26.72   43.48   64.14   88.87
 48.25    4.52   13.55   26.75   43.56   64.18   88.93
 48.50    4.55   13.59   26.80   43.63   64.23   88.98
 48.75    4.57   13.63   26.85   43.69   64.30   89.07
 49.00    4.58   13.65   26.91   43.73   64.36   89.11
 49.25    4.61   13.68   26.96   43.77   64.41   89.17
 49.50    4.63   13.73   27.00   43.83   64.46   89.29
 49.75    4.65   13.76   27.03   43.88   64.50   89.36
 50.00    4.67   13.79   27.07   43.92   64.53   89.43
 50.25    4.69   13.81   27.10   43.98   64.58   89.54
 50.50    4.70   13.84   27.14   44.02   64.65   89.63
 50.75    4.71   13.87   27.18   44.08   64.70   89.72
 51.00    4.74   13.90   27.24   44.13   64.74   89.81
 51.25    4.75   13.92   27.27   44.18   64.79   89.90
 51.50    4.77   13.94   27.31   44.22   64.84   89.96
 51.75    4.78   13.98   27.35   44.26   64.90   90.07
 52.00    4.81   14.00   27.38   44.29   64.94   90.16
 52.25    4.83   14.03   27.41   44.34   65.02   90.24
 52.50    4.85   14.06   27.45   44.39   65.09   90.31
 52.75    4.87   14.09   27.48   44.44   65.17   90.38
 53.00    4.88   14.12   27.52   44.46   65.24   90.43
 53.25    4.92   14.15   27.57   44.50   65.29   90.49
 53.50    4.94   14.18   27.62   44.56   65.36   90.54
 53.75    4.97   14.22   27.67   44.63   65.45   90.60
 54.00    4.99   14.26   27.72   44.69   65.50   90.67
 54.25    5.00   14.31   27.75   44.74   65.55   90.71
 54.50    5.02   14.35   27.78   44.80   65.61   90.78
 54.75    5.04   14.39   27.82   44.84   65.67   90.87
 55.00    5.07   14.40   27.88   44.92   65.72   90.93
 55.25    5.09   14.43   27.94   44.95   65.82   91.06
 55.50    5.12   14.49   27.98   45.02   65.90   91.10
 55.75    5.13   14.52   28.02   45.08   65.99   91.20
 56.00    5.14   14.54   28.05   45.17   66.05   91.26
 56.25    5.16   14.56   28.07   45.23   66.09   91.32
 56.50    5.18   14.61   28.12   45.28   66.14   91.44
 56.75    5.20   14.65   28.17   45.31   66.19   91.52
 57.00    5.22   14.67   28.20   45.36   66.25   91.62
 57.25    5.23   14.71   28.25   45.41   66.31   91.70
 57.50    5.25   14.73   28.30   45.46   66.36   91.80
 57.75    5.27   14.77   28.37   45.53   66.41   91.84
 58.00    5.29   14.79   28.40   45.60   66.49   91.92
 58.25    5.32   14.83   28.46   45.67   66.53   92.00
 58.50    5.35   14.86   28.51   45.73   66.64   92.08
 58.75    5.37   14.89   28.55   45.78   66.70   92.14
 59.00    5.40   14.93   28.59   45.84   66.73   92.24
 59.25    5.42   14.96   28.62   45.91   66.79   92.31
 59.50    5.44   15.00   28.67   45.94   66.87   92.38
 59.75    5.46   15.04   28.73   45.98   66.94   92.49
 60.00    5.49   15.06   28.81   46.01   66.99   92.55
 60.25    5.52   15.11   28.85   46.07   67.05   92.61
 60.50    5.54   15.14   28.90   46.12   67.11   92.72
 60.75    5.57   15.19   28.92   46.19   67.20   92.81
 61.00    5.58   15.23   28.94   46.23   67.28   92.90
 61.25    5.61   15.25   28.96   46.30   67.34   92.97
 61.50    5.66   15.31   29.00   46.36   67.40   93.05
 61.75    5.69   15.36   29.03   46.41   67.48   93.15
 62.00    5.71   15.40   29.07   46.46   67.52   93.20
 62.25    5.73   15.44   29.10   46.49   67.58   93.30
 62.50    5.75   15.47   29.14   46.56   67.68   93.42
 62.75    5.77   15.49   29.20   46.59   67.79   93.53
 63.00    5.80   15.53   29.24   46.64   67.86   93.59
 63.25    5.83   15.56   29.28   46.69   67.94   93.68
 63.50    5.85   15.60   29.33   46.77   68.00   93.74
 63.75    5.87   15.63   29.38   46.80   68.04   93.83
 64.00    5.89   15.67   29.44   46.85   68.10   93.94
 64.25    5.91   15.69   29.48   46.92   68.17   94.02
 64.50    5.93   15.75   29.55   46.98   68.28   94.11
 64.75    5.95   15.80   29.60   47.04   68.36   94.20
 65.00    5.97   15.84   29.69   47.07   68.45   94.27
 65.25    5.99   15.89   29.72   47.12   68.52   94.36
 65.50    6.02   15.91   29.79   47.18   68.57   94.44
 65.75    6.05   15.95   29.83   47.24   68.66   94.50
 66.00    6.08   15.98   29.90   47.29   68.74   94.56
 66.25    6.10   16.02   29.95   47.34   68.85   94.62
 66.50    6.12   16.08   30.01   47.38   68.91   94.75
 66.75    6.15   16.12   30.05   47.42   69.00   94.85
 67.00    6.17   16.15   30.12   47.49   69.07   94.95
 67.25    6.19   16.19   30.18   47.58   69.16   95.07
 67.50    6.21   16.25   30.26   47.67   69.25   95.11
 67.75    6.25   16.28   30.29   47.73   69.32   95.19
 68.00    6.28   16.33   30.36   47.82   69.40   95.25
 68.25    6.31   16.36   30.42   47.90   69.44   95.31
 68.50    6.34   16.40   30.47   47.96   69.50   95.42
 68.75    6.36   16.44   30.52   48.00   69.59   95.49
 69.00    6.40   16.49   30.55   48.10   69.68   95.54
 69.25    6.43   16.54   30.61   48.13   69.76   95.63
 69.50    6.45   16.59   30.65   48.19   69.83   95.73
 69.75    6.48   16.62   30.70   48.27   69.95   95.81
 70.00    6.50   16.65   30.73   48.34   70.01   95.89
 70.25    6.53   16.71   30.78   48.39   70.09   95.97
 70.50    6.55   16.75   30.83   48.45   70.16   96.05
 70.75    6.58   16.79   30.88   48.51   70.23   96.15
 71.00    6.61   16.84   30.90   48.57   70.33   96.25
 71.25    6.64   16.89   30.94   48.64   70.38   96.34
 71.50    6.67   16.93   30.99   48.69   70.52   96.40
 71.75    6.70   16.98   31.03   48.76   70.61   96.52
 72.00    6.72   17.01   31.08   48.80   70.67   96.62
 72.25    6.75   17.05   31.14   48.86   70.77   96.71
 72.50    6.78   17.08   31.21   48.95   70.89   96.76
 72.75    6.81   17.11   31.24   49.04   70.95   96.83
 73.00    6.83   17.15   31.29   49.12   71.03   96.91
 73.25    6.86   17.20   31.34   49.19   71.10   96.95
 73.50    6.90   17.25   31.40   49.25   71.20   97.05
 73.75    6.93   17.30   31.47   49.33   71.31   97.20
 74.00    6.95   17.33   31.52   49.39   71.35   97.30
 74.25    6.99   17.39   31.55   49.44   71.47   97.39
 74.50    7.03   17.44   31.61   49.49   71.56   97.49
 74.75    7.07   17.51   31.66   49.61   71.68   97.59
 75.00    7.09   17.55   31.71   49.71   71.80   97.67
 75.25    7.14   17.59   31.75   49.77   71.86   97.75
 75.50    7.17   17.64   31.85   49.80   71.99   97.87
 75.75    7.19   17.70   31.93   49.87   72.07   98.05
 76.00    7.21   17.72   31.98   49.98   72.13   98.13
 76.25    7.24   17.74   32.05   50.04   72.20   98.21
 76.50    7.29   17.80   32.14   50.14   72.27   98.30
 76.75    7.33   17.84   32.25   50.21   72.35   98.45
 77.00    7.35   17.89   32.32   50.31   72.44   98.51
 77.25    7.37   17.96   32.36   50.38   72.57   98.55
 77.50    7.40   18.01   32.40   50.45   72.68   98.67
 77.75    7.44   18.07   32.47   50.54   72.75   98.76
 78.00    7.47   18.11   32.53   50.59   72.91   98.89
 78.25    7.50   18.16   32.59   50.66   73.03   99.00
 78.50    7.54   18.24   32.63   50.80   73.13   99.08
 78.75    7.58   18.29   32.70   50.91   73.27   99.20
 79.00    7.61   18.35   32.77   50.99   73.34   99.26
 79.25    7.65   18.38   32.82   51.08   73.42   99.33
 79.50    7.68   18.41   32.89   51.16   73.53   99.42
 79.75    7.71   18.47   32.96   51.26   73.62   99.53
 80.00    7.72   18.52   33.03   51.36   73.71   99.69
 80.25    7.75   18.57   33.10   51.45   73.80   99.76
 80.50    7.79   18.62   33.18   51.57   73.90   99.82
 80.75    7.82   18.74   33.29   51.67   73.99   99.97
 81.00    7.85   18.79   33.36   51.75   74.07  100.14
 81.25    7.87   18.85   33.43   51.80   74.14  100.31
 81.50    7.91   18.91   33.52   51.90   74.23  100.48
 81.75    7.96   18.97   33.61   51.97   74.34  100.58
 82.00    8.00   19.02   33.66   52.04   74.43  100.68
 82.25    8.02   19.04   33.70   52.12   74.54  100.83
 82.50    8.08   19.10   33.80   52.22   74.61  100.91
 82.75    8.13   19.17   33.86   52.31   74.70  101.03
 83.00    8.16   19.21   33.91   52.42   74.82  101.16
 83.25    8.21   19.26   34.02   52.50   74.90  101.25
 83.50    8.27   19.35   34.10   52.62   75.03  101.43
 83.75    8.30   19.42   34.17   52.70   75.14  101.58
 84.00    8.36   19.53   34.26   52.80   75.28  101.74
 84.25    8.39   19.62   34.36   52.89   75.39  101.89
 84.50    8.42   19.66   34.46   53.00   75.53  102.04
 84.75    8.48   19.75   34.56   53.11   75.66  102.22
 85.00    8.56   19.81   34.65   53.22   75.77  102.38
 85.25    8.59   19.87   34.71   53.31   75.91  102.46
 85.50    8.62   19.90   34.82   53.42   76.03  102.60
 85.75    8.66   19.97   34.94   53.52   76.13  102.78
 86.00    8.70   20.04   35.02   53.66   76.21  102.96
 86.25    8.75   20.11   35.09   53.73   76.31  103.19
 86.50    8.79   20.20   35.17   53.87   76.48  103.33
 86.75    8.85   20.29   35.34   53.98   76.72  103.51
 87.00    8.91   20.37   35.45   54.08   76.85  103.64
 87.25    8.95   20.44   35.53   54.25   77.01  103.80
 87.50    8.98   20.51   35.67   54.47   77.10  103.92
 87.75    9.05   20.63   35.74   54.56   77.30  104.11
 88.00    9.12   20.69   35.81   54.75   77.45  104.25
 88.25    9.18   20.81   35.88   54.83   77.58  104.48
 88.50    9.23   20.93   35.97   54.93   77.65  104.64
 88.75    9.31   21.01   36.05   55.15   77.77  104.77
 89.00    9.40   21.10   36.16   55.29   77.85  104.96
 89.25    9.46   21.22   36.33   55.39   78.03  105.14
 89.50    9.51   21.31   36.47   55.57   78.17  105.31
 89.75    9.57   21.40   36.69   55.67   78.35  105.45
 90.00    9.63   21.46   36.80   55.82   78.43  105.71
 90.25    9.69   21.56   36.93   55.92   78.59  105.85
 90.50    9.76   21.65   37.01   56.12   78.89  106.08
 90.75    9.82   21.75   37.22   56.27   79.07  106.25
 91.00    9.86   21.83   37.34   56.35   79.27  106.38
 91.25    9.93   21.92   37.47   56.49   79.47  106.59
 91.50    9.98   22.02   37.61   56.61   79.72  106.76
 91.75   10.05   22.11   37.76   56.74   79.80  107.11
 92.00   10.13   22.18   37.93   56.91   79.93  107.26
 92.25   10.20   22.27   38.05   57.07   80.14  107.41
 92.50   10.25   22.38   38.13   57.18   80.35  107.75
 92.75   10.34   22.49   38.34   57.39   80.53  108.03
 93.00   10.41   22.58   38.43   57.57   80.67  108.17
 93.25   10.51   22.77   38.57   57.76   80.95  108.54
 93.50   10.62   22.93   38.78   57.98   81.18  108.78
 93.75   10.69   23.14   38.93   58.19   81.30  109.07
 94.00   10.79   23.35   39.07   58.43   81.56  109.39
 94.25   10.88   23.54   39.20   58.67   81.76  109.60
 94.50   10.99   23.68   39.37   58.79   82.10  109.78
 94.75   11.10   23.78   39.57   59.05   82.38  109.98
 95.00   11.22   23.92   39.78   59.56   82.67  110.26
 95.25   11.30   24.00   40.04   59.78   83.06  110.72
 95.50   11.38   24.19   40.39   59.95   83.62  110.95
 95.75   11.64   24.31   40.62   60.21   83.98  111.53
 96.00   11.84   24.47   40.76   60.41   84.36  111.91
 96.25   11.97   24.69   41.06   60.59   84.68  112.29
 96.50   12.13   25.00   41.28   60.92   85.21  112.77
 96.75   12.28   25.30   41.57   61.29   85.71  113.14
 97.00   12.42   25.57   41.81   61.57   85.98  113.55
 97.25   12.74   25.79   42.17   61.96   86.41  113.92
 97.50   12.93   26.12   42.53   62.32   86.86  114.51
 97.75   13.16   26.58   42.81   63.01   87.48  115.39
 98.00   13.36   26.95   43.23   63.67   87.95  115.97
 98.25   13.66   27.49   43.52   64.19   88.34  116.66
 98.50   13.99   27.85   44.05   64.87   89.22  117.62
 98.75   14.63   28.39   44.57   66.35   90.05  118.87
 99.00   15.07   29.19   45.08   67.47   91.27  119.62
 99.25   15.66   29.82   45.79   68.25   92.63  121.08
 99.50   16.91   30.69   47.45   70.22   94.17  122.90
 99.75   18.63   32.19   50.20   73.36   96.15  125.84

