1959	01	17.189
1959	02	17.236
1959	03	17.308
1959	04	17.375
1960	01	17.409
1960	02	17.473
1960	03	17.551
1960	04	17.630
1961	01	17.651
1961	02	17.688
1961	03	17.727
1961	04	17.769
1962	01	17.859
1962	02	17.908
1962	03	17.950
1962	04	17.991
1963	01	18.079
1963	02	18.093
1963	03	18.112
1963	04	18.230
1964	01	18.300
1964	02	18.355
1964	03	18.447
1964	04	18.526
1965	01	18.606
1965	02	18.692
1965	03	18.778
1965	04	18.900
1966	01	19.016
1966	02	19.189
1966	03	19.358
1966	04	19.517
1967	01	19.599
1967	02	19.716
1967	03	19.893
1967	04	20.111
1968	01	20.331
1968	02	20.559
1968	03	20.757
1968	04	21.047
1969	01	21.259
1969	02	21.540
1969	03	21.847
1969	04	22.120
1970	01	22.424
1970	02	22.747
1970	03	22.935
1970	04	23.233
1971	01	23.588
1971	02	23.905
1971	03	24.146
1971	04	24.345
1972	01	24.745
1972	02	24.894
1972	03	25.114
1972	04	25.398
1973	01	25.723
1973	02	26.145
1973	03	26.634
1973	04	27.095
1974	01	27.647
1974	02	28.266
1974	03	29.127
1974	04	30.012
1975	01	30.690
1975	02	31.138
1975	03	31.692
1975	04	32.220
1976	01	32.567
1976	02	32.893
1976	03	33.313
1976	04	33.872
1977	01	34.416
1977	02	34.956
1977	03	35.442
1977	04	36.038
1978	01	36.642
1978	02	37.343
1978	03	37.992
1978	04	38.764
1979	01	39.475
1979	02	40.416
1979	03	41.240
1979	04	42.049
1980	01	42.960
1980	02	43.901
1980	03	44.909
1980	04	46.170
1981	01	47.363
1981	02	48.202
1981	03	49.101
1981	04	49.985
1982	01	50.657
1982	02	51.283
1982	03	52.007
1982	04	52.572
1983	01	53.018
1983	02	53.377
1983	03	53.935
1983	04	54.326
1984	01	54.890
1984	02	55.376
1984	03	55.833
1984	04	56.180
1985	01	56.845
1985	02	57.167
1985	03	57.534
1985	04	57.843
1986	01	58.124
1986	02	58.340
1986	03	58.612
1986	04	58.965
1987	01	59.312
1987	02	59.700
1987	03	60.141
1987	04	60.611
1988	01	61.081
1988	02	61.687
1988	03	62.432
1988	04	62.967
1989	01	63.609
1989	02	64.278
1989	03	64.750
1989	04	65.181
1990	01	65.908
1990	02	66.587
1990	03	67.187
1990	04	67.709
1991	01	68.379
1991	02	68.839
1991	03	69.335
1991	04	69.701
1992	01	70.020
1992	02	70.464
1992	03	70.792
1992	04	71.282
1993	01	71.712
1993	02	72.144
1993	03	72.512
1993	04	72.920
1994	01	73.299
1994	02	73.660
1994	03	74.029
1994	04	74.449
1995	01	74.899
1995	02	75.234
1995	03	75.556
1995	04	75.917
1996	01	76.305
1996	02	76.593
1996	03	76.941
1996	04	77.266
1997	01	77.646
1997	02	78.007
1997	03	78.234
1997	04	78.502
1998	01	78.615
1998	02	78.795
1998	03	79.079
1998	04	79.286
1999	01	79.583
1999	02	79.911
1999	03	80.197
1999	04	80.593
2000	01	81.186
2000	02	81.633
2000	03	82.158
2000	04	82.598
2001	01	83.136
2001	02	83.708
2001	03	83.981
2001	04	84.244
2002	01	84.486
2002	02	84.843
2002	03	85.219
2002	04	85.670
2003	01	86.206
2003	02	86.470
2003	03	86.945
2003	04	87.394
2004	01	88.137
2004	02	88.843
2004	03	89.449
2004	04	90.092
2005	01	90.904
2005	02	91.532
2005	03	92.399
2005	04	93.120
2006	01	93.821
2006	02	94.597
2006	03	95.253
2006	04	95.595
2007	01	96.657
2007	02	97.212
2007	03	97.533
2007	04	97.948
2008	01	98.497
2008	02	98.930
2008	03	99.605
2008	04	99.799
2009	01	100.047
2009	02	99.891
2009	03	99.883
2009	04	100.179
2010	01	100.509
2010	02	100.972
2010	03	101.432
2010	04	101.948
2011	01	102.354
2011	02	103.024
2011	03	103.651
2011	04	103.782
2012	01	104.296
2012	02	104.751
2012	03	105.345
2012	04	105.640
2013	01	105.994
2013	02	106.165


