1959	01	138.9
1959	02	139.4
1959	03	139.7
1959	04	139.7
1959	05	140.7
1959	06	141.2
1959	07	141.7
1959	08	141.9
1959	09	141.0
1959	10	140.5
1959	11	140.4
1959	12	139.9
1960	01	140.0
1960	02	139.9
1960	03	139.8
1960	04	139.6
1960	05	139.6
1960	06	139.6
1960	07	140.2
1960	08	141.3
1960	09	141.2
1960	10	140.9
1960	11	140.9
1960	12	140.7
1961	01	141.1
1961	02	141.6
1961	03	141.9
1961	04	142.1
1961	05	142.7
1961	06	142.9
1961	07	142.9
1961	08	143.5
1961	09	143.8
1961	10	144.1
1961	11	144.8
1961	12	145.2
1962	01	145.2
1962	02	145.7
1962	03	146.0
1962	04	146.4
1962	05	146.8
1962	06	146.6
1962	07	146.5
1962	08	146.6
1962	09	146.3
1962	10	146.7
1962	11	147.3
1962	12	147.8
1963	01	148.3
1963	02	148.9
1963	03	149.2
1963	04	149.7
1963	05	150.4
1963	06	150.4
1963	07	151.3
1963	08	151.8
1963	09	152.0
1963	10	152.6
1963	11	153.6
1963	12	153.3
1964	01	153.7
1964	02	154.3
1964	03	154.5
1964	04	154.8
1964	05	155.3
1964	06	155.6
1964	07	156.8
1964	08	157.8
1964	09	158.7
1964	10	159.2
1964	11	160.0
1964	12	160.3
1965	01	160.7
1965	02	160.9
1965	03	161.5
1965	04	162.0
1965	05	161.7
1965	06	162.2
1965	07	163.0
1965	08	163.7
1965	09	164.8
1965	10	166.0
1965	11	166.7
1965	12	167.8
1966	01	169.1
1966	02	169.6
1966	03	170.5
1966	04	171.8
1966	05	171.3
1966	06	171.6
1966	07	170.3
1966	08	170.8
1966	09	172.0
1966	10	171.2
1966	11	171.4
1966	12	172.0
1967	01	171.9
1967	02	173.0
1967	03	174.8
1967	04	174.2
1967	05	175.7
1967	06	177.0
1967	07	178.1
1967	08	179.7
1967	09	180.7
1967	10	181.6
1967	11	182.4
1967	12	183.3
1968	01	184.3
1968	02	184.7
1968	03	185.5
1968	04	186.6
1968	05	188.0
1968	06	189.4
1968	07	190.5
1968	08	191.8
1968	09	192.7
1968	10	194.0
1968	11	196.0
1968	12	197.4
1969	01	198.7
1969	02	199.3
1969	03	200.0
1969	04	200.7
1969	05	200.8
1969	06	201.3
1969	07	201.7
1969	08	201.7
1969	09	202.1
1969	10	202.9
1969	11	203.6
1969	12	203.9
1970	01	206.2
1970	02	205.0
1970	03	205.7
1970	04	206.7
1970	05	207.2
1970	06	207.6
1970	07	208.0
1970	08	209.9
1970	09	211.8
1970	10	212.9
1970	11	213.7
1970	12	214.4
1971	01	215.5
1971	02	217.4
1971	03	218.8
1971	04	220.0
1971	05	222.0
1971	06	223.5
1971	07	224.9
1971	08	225.6
1971	09	226.5
1971	10	227.2
1971	11	227.8
1971	12	228.3
1972	01	230.1
1972	02	232.3
1972	03	234.3
1972	04	235.6
1972	05	235.9
1972	06	236.6
1972	07	238.8
1972	08	240.9
1972	09	243.2
1972	10	245.0
1972	11	246.4
1972	12	249.2
1973	01	251.5
1973	02	252.2
1973	03	251.7
1973	04	252.7
1973	05	254.9
1973	06	256.7
1973	07	257.5
1973	08	257.7
1973	09	257.9
1973	10	259.0
1973	11	261.0
1973	12	262.9
1974	01	263.8
1974	02	265.3
1974	03	266.7
1974	04	267.2
1974	05	267.6
1974	06	268.5
1974	07	269.3
1974	08	270.1
1974	09	271.0
1974	10	272.3
1974	11	273.7
1974	12	274.2
1975	01	273.9
1975	02	275.0
1975	03	276.4
1975	04	276.2
1975	05	279.2
1975	06	282.4
1975	07	283.7
1975	08	284.1
1975	09	285.7
1975	10	285.4
1975	11	286.8
1975	12	287.1
1976	01	288.4
1976	02	290.8
1976	03	292.7
1976	04	294.7
1976	05	295.9
1976	06	296.2
1976	07	297.2
1976	08	299.0
1976	09	299.6
1976	10	302.0
1976	11	303.6
1976	12	306.2
1977	01	308.3
1977	02	311.5
1977	03	313.9
1977	04	316.0
1977	05	317.2
1977	06	318.8
1977	07	320.2
1977	08	322.3
1977	09	324.5
1977	10	326.4
1977	11	328.6
1977	12	330.9
1978	01	334.4
1978	02	335.3
1978	03	337.0
1978	04	339.9
1978	05	344.9
1978	06	346.9
1978	07	347.6
1978	08	349.6
1978	09	352.2
1978	10	353.3
1978	11	355.4
1978	12	357.3
1979	01	358.6
1979	02	359.9
1979	03	362.5
1979	04	368.0
1979	05	369.6
1979	06	373.4
1979	07	377.2
1979	08	378.8
1979	09	379.3
1979	10	380.8
1979	11	380.8
1979	12	381.8
1980	01	385.8
1980	02	390.1
1980	03	388.4
1980	04	383.8
1980	05	384.8
1980	06	389.1
1980	07	394.0
1980	08	399.2
1980	09	404.8
1980	10	409.0
1980	11	410.7
1980	12	408.5
1981	01	411.3
1981	02	414.8
1981	03	419.0
1981	04	427.4
1981	05	424.7
1981	06	425.2
1981	07	426.9
1981	08	426.9
1981	09	427.0
1981	10	428.4
1981	11	431.3
1981	12	436.7
1982	01	442.7
1982	02	441.9
1982	03	442.7
1982	04	447.1
1982	05	446.7
1982	06	447.5
1982	07	448.0
1982	08	451.4
1982	09	456.9
1982	10	464.5
1982	11	471.5
1982	12	474.8
1983	01	477.2
1983	02	484.3
1983	03	490.6
1983	04	493.2
1983	05	500.0
1983	06	504.0
1983	07	507.8
1983	08	510.5
1983	09	512.8
1983	10	517.2
1983	11	519.0
1983	12	521.4
1984	01	525.1
1984	02	527.5
1984	03	531.4
1984	04	535.0
1984	05	536.7
1984	06	540.2
1984	07	540.9
1984	08	541.0
1984	09	543.1
1984	10	543.7
1984	11	547.5
1984	12	551.6
1985	01	557.0
1985	02	563.6
1985	03	566.6
1985	04	570.4
1985	05	575.1
1985	06	582.3
1985	07	589.1
1985	08	596.2
1985	09	603.3
1985	10	607.8
1985	11	612.2
1985	12	619.8
1986	01	621.4
1986	02	625.2
1986	03	633.5
1986	04	641.0
1986	05	652.0
1986	06	660.6
1986	07	670.3
1986	08	678.7
1986	09	687.4
1986	10	694.9
1986	11	705.4
1986	12	724.7
1987	01	730.2
1987	02	730.7
1987	03	733.8
1987	04	743.9
1987	05	745.8
1987	06	743.2
1987	07	743.0
1987	08	744.9
1987	09	747.6
1987	10	756.2
1987	11	753.2
1987	12	750.2
1988	01	756.2
1988	02	757.7
1988	03	761.8
1988	04	768.1
1988	05	771.7
1988	06	778.3
1988	07	781.4
1988	08	783.3
1988	09	783.7
1988	10	783.3
1988	11	784.9
1988	12	786.7
1989	01	785.7
1989	02	783.8
1989	03	783.0
1989	04	779.2
1989	05	775.0
1989	06	773.5
1989	07	777.8
1989	08	779.4
1989	09	781.0
1989	10	786.6
1989	11	787.9
1989	12	792.9
1990	01	795.4
1990	02	798.1
1990	03	801.5
1990	04	806.1
1990	05	804.2
1990	06	808.8
1990	07	810.1
1990	08	815.7
1990	09	820.2
1990	10	819.9
1990	11	822.1
1990	12	824.7
1991	01	827.2
1991	02	832.6
1991	03	838.7
1991	04	843.1
1991	05	848.8
1991	06	856.7
1991	07	861.6
1991	08	866.8
1991	09	869.7
1991	10	878.0
1991	11	887.6
1991	12	897.0
1992	01	910.4
