1954	03	15.279
1954	04	15.322
1955	01	15.396
1955	02	15.460
1955	03	15.570
1955	04	15.723
1956	01	15.881
1956	02	15.976
1956	03	16.175
1956	04	16.242
1957	01	16.463
1957	02	16.579
1957	03	16.679
1957	04	16.689
1958	01	16.869
1958	02	16.918
1958	03	17.020
1958	04	17.101
1959	01	17.147
1959	02	17.173
1959	03	17.237
1959	04	17.304
1960	01	17.376
1960	02	17.421
1960	03	17.484
1960	04	17.538
1961	01	17.576
1961	02	17.619
1961	03	17.667
1961	04	17.724
1962	01	17.817
1962	02	17.846
1962	03	17.883
1962	04	17.919
1963	01	17.997
1963	02	18.027
1963	03	18.050
1963	04	18.196
1964	01	18.254
1964	02	18.299
1964	03	18.373
1964	04	18.457
1965	01	18.550
1965	02	18.634
1965	03	18.707
1965	04	18.835
1966	01	18.957
1966	02	19.113
1966	03	19.298
1966	04	19.462
1967	01	19.543
1967	02	19.642
1967	03	19.830
1967	04	20.048
1968	01	20.271
1968	02	20.485
1968	03	20.687
1968	04	20.980
1969	01	21.197
1969	02	21.468
1969	03	21.770
1969	04	22.050
1970	01	22.360
1970	02	22.672
1970	03	22.859
1970	04	23.160
1971	01	23.515
1971	02	23.825
1971	03	24.068
1971	04	24.268
1972	01	24.646
1972	02	24.798
1972	03	25.030
1972	04	25.349
1973	01	25.645
1973	02	26.036
1973	03	26.533
1973	04	27.062
1974	01	27.574
1974	02	28.228
1974	03	29.046
1974	04	29.900
1975	01	30.580
1975	02	31.037
1975	03	31.592
1975	04	32.120
1976	01	32.456
1976	02	32.786
1976	03	33.211
1976	04	33.800
1977	01	34.343
1977	02	34.827
1977	03	35.257
1977	04	36.021
1978	01	36.557
1978	02	37.229
1978	03	37.852
1978	04	38.647
1979	01	39.339
1979	02	40.288
1979	03	41.148
1979	04	41.969
1980	01	42.842
1980	02	43.782
1980	03	44.789
1980	04	46.027
1981	01	47.178
1981	02	48.062
1981	03	48.929
1981	04	49.847
1982	01	50.543
1982	02	51.151
1982	03	51.887
1982	04	52.464
1983	01	52.889
1983	02	53.250
1983	03	53.808
1983	04	54.205
1984	01	54.782
1984	02	55.243
1984	03	55.690
1984	04	56.062
1985	01	56.704
1985	02	57.061
1985	03	57.391
1985	04	57.724
1986	01	58.004
1986	02	58.239
1986	03	58.480
1986	04	58.808
1987	01	59.242
1987	02	59.642
1987	03	60.076
1987	04	60.575
1988	01	61.051
1988	02	61.641
1988	03	62.368
1988	04	62.870
1989	01	63.562
1989	02	64.222
1989	03	64.689
1989	04	65.141
1990	01	65.863
1990	02	66.545
1990	03	67.144
1990	04	67.659
1991	01	68.337
1991	02	68.806
1991	03	69.312
1991	04	69.687
1992	01	69.986
1992	02	70.431
1992	03	70.764
1992	04	71.242
1993	01	71.648
1993	02	72.084
1993	03	72.516
1993	04	72.893
1994	01	73.246
1994	02	73.611
1994	03	74.010
1994	04	74.419
1995	01	74.849
1995	02	75.181
1995	03	75.540
1995	04	75.913
1996	01	76.324
1996	02	76.615
1996	03	76.831
1996	04	77.221
1997	01	77.700
1997	02	77.910
1997	03	78.188
1997	04	78.449
1998	01	78.577
1998	02	78.743
1998	03	79.039
1998	04	79.287
1999	01	79.605
1999	02	79.870
1999	03	80.163
1999	04	80.530
2000	01	81.139
2000	02	81.599
2000	03	82.129
2000	04	82.573
2001	01	83.105
2001	02	83.682
2001	03	83.959
2001	04	84.212
2002	01	84.477
2002	02	84.800
2002	03	85.180
2002	04	85.647
2003	01	86.177
2003	02	86.437
2003	03	86.922
2003	04	87.352
2004	01	88.105
2004	02	88.837
2004	03	89.408
2004	04	90.055
2005	01	90.870
2005	02	91.502
2005	03	92.378
2005	04	93.101
2006	01	93.815
2006	02	94.572
2006	03	95.226
2006	04	95.560
2007	01	96.629
2007	02	97.168
2007	03	97.504
2007	04	97.941
